OBJECT_NAME,FIELD_NAME,OBJECT_LABEL,FIELD_LABEL,FIELD_TYPE,FIELD_LENGTH,CREATEABLE,CALCULATED,PICKLIST,REFERENCE
"McLabs2__Property__c","McLabs2__PropertyType__c","Property","PropertyType","textarea","255","true","false","",""
"McLabs2__Property__c","McLabs2__Property_Address__c","Property","Street Address","textarea","255","true","false","",""
"McLabs2__Property__c","McLabs2__Rail_Lines__c","Property","Rail Lines","string","100","true","false","",""
"McLabs2__Property__c","McLabs2__Property_Photo_2__c","Property","Photo 2","textarea","32000","true","false","",""
"McLabs2__Property__c","McLabs2__Retail_Type__c","Property","Retail Type","picklist","255","true","false","Community Center|Lifestyle Center|Neighborhood Center|Outlet Center|Power Center|Regional Mall|Strip Center|Super Regional Mall",""
"McLabs2__Property__c","McLabs2__Rooms__c","Property","Room Count","double","0","true","false","",""
"McLabs2__Property__c","McLabs2__OConnor_ID__c","Property","External ID","double","0","true","false","",""
"McLabs2__Property__c","McLabs2__Site_Contact__c","Property","Site Contact","reference","18","true","false","","Contact"
"McLabs2__Property__c","McLabs2__Property_Photo__c","Property","Photo 1","textarea","32000","true","false","",""
"McLabs2__Property__c","McLabs2__Secondary_Use__c","Property","Secondary Use","picklist","255","true","false","None",""
"McLabs2__Property__c","McLabs2__State__c","Property","State","picklist","255","true","false","AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV",""
"McLabs2__Property__c","McLabs2__Square_Footage__c","Property","Square Footage","double","0","true","false","",""
"McLabs2__Property__c","McLabs2__Status__c","Property","Status","picklist","255","true","false","Existing|Under Construction|Under Renovation|Proposed|Demolished",""
"McLabs2__Property__c","McLabs2__Submarket__c","Property","Submarket","picklist","255","true","false","Downtown|Uptown|Northside|Southside",""
"McLabs2__Property__c","McLabs2__Tenancy__c","Property","Tenancy","picklist","255","true","false","Multi-Tenant|Single-Tenant",""
"McLabs2__Property__c","McLabs2__Year_Built__c","Property","Year Built","string","4","true","false","",""
"McLabs2__Property__c","McLabs2__Typical_Floor_Size__c","Property","Typical Floor Size","double","0","true","false","",""
"McLabs2__Property__c","McLabs2__Sprinklers__c","Property","Sprinklers","string","100","true","false","",""
"McLabs2__Property__c","McLabs2__Year_Renovated__c","Property","Year Renovated","string","4","true","false","",""
"McLabs2__Property__c","McLabs2__Units__c","Property","Units","double","0","true","false","",""
"McLabs2__Property__c","McLabs2__Zip_Code__c","Property","Zip/Postal Code","string","12","true","false","",""
"McLabs2__Property__c","McLabs2__Primary_Contact_Email__c","Property","Primary Contact Email","string","1300","false","true","",""
"McLabs2__Property__c","McLabs2__Zoning__c","Property","Zoning","string","25","true","false","",""
"McLabs2__Property__c","McLabs2__of_Owners__c","Property","# of Owners","double","0","false","true","",""
"McLabs2__Property__c","McLabs2__Primary_Contact__c","Property","Primary Contact","reference","18","true","false","","Contact"
"McLabs2__Property__c","McLabs2__Primary_Contact_Phone__c","Property","Primary Contact Phone","string","1300","false","true","",""
"McLabs2__Property__c","Outside_Storage__c","Property","Outside Storage","picklist","255","true","false","No|Shale|Concrete|Asphalt",""
"McLabs2__Property__c","McLabs2__Unit_Type__c","Property","Unit Type","string","50","true","false","",""
"McLabs2__Property__c","Primary_Contact_Last_Activity_Date__c","Property","Primary Contact Last Activity Date","date","0","false","true","",""
"McLabs2__Property__c","McLabs2__Last_Sale_Date__c","Property","Last Sale Date","date","0","true","false","",""
"McLabs2__Property__c","McLabs2__Image_Attachment_Id__c","Property","Image Attachment Id","string","18","true","false","",""
"McLabs2__Property__c","McLabs2__Report_Image__c","Property","Report Image","string","1300","false","true","",""
"McLabs2__Property__c","McLabs2__Last_Sale_Price__c","Property","Last Sale Price","currency","0","true","false","",""
"McLabs2__Property__c","McLabs2__Country__c","Property","Country","string","100","true","false","",""
"McLabs2__Property__c","McLabs2__Image_Url__c","Property","Image Url","string","1300","false","true","",""
"McLabs2__Property__c","McLabs2__Parking_Ratio2__c","Property","Parking Ratio","string","255","true","false","",""
"McLabs2__Property__c","McLabs2__Ownership_Entity_Address__c","Property","Ownership Entity Address","textarea","255","true","false","",""
"McLabs2__Property__c","McLabs2__Location__Latitude__s","Property","Location (Latitude)","double","0","true","false","",""
"McLabs2__Property__c","McLabs2__Location__Longitude__s","Property","Location (Longitude)","double","0","true","false","",""
"McLabs2__Property__c","McLabs2__Website__c","Property","Website","url","255","true","false","",""
"McLabs2__Property__c","McLabs2__Address__c","Property","Property Address","string","1300","false","true","",""
"McLabs2__Property__c","McLabs2__Import_Batch_ID__c","Property","Import Batch ID","string","18","true","false","",""
"McLabs2__Property__c","McLabs2__Location__c","Property","Location","location","0","false","false","",""
"McLabs2__Property__c","McLabs2__Imported_Date__c","Property","Imported Date","date","0","true","false","",""
"McLabs2__Property__c","Source_Fields__c","Property","Source Fields","textarea","32768","true","false","",""
"McLabs2__Sale__c","Id","Comp","Record ID","id","18","false","false","",""
"McLabs2__Sale__c","OwnerId","Comp","Owner ID","reference","18","true","false","","GroupUser"
"McLabs2__Sale__c","Name","Comp","Closed Deal Name","string","80","true","false","",""
"McLabs2__Sale__c","RecordTypeId","Comp","Record Type ID","reference","18","true","false","","RecordType"
"McLabs2__Sale__c","IsDeleted","Comp","Deleted","boolean","0","false","false","",""
"McLabs2__Sale__c","CreatedById","Comp","Created By ID","reference","18","false","false","","User"
"McLabs2__Sale__c","LastModifiedDate","Comp","Last Modified Date","datetime","0","false","false","",""
"McLabs2__Sale__c","LastModifiedById","Comp","Last Modified By ID","reference","18","false","false","","User"
"McLabs2__Sale__c","CreatedDate","Comp","Created Date","datetime","0","false","false","",""
"McLabs2__Sale__c","LastActivityDate","Comp","Last Activity Date","date","0","false","false","",""
"McLabs2__Sale__c","LastReferencedDate","Comp","Last Referenced Date","datetime","0","false","false","",""
"McLabs2__Sale__c","LastViewedDate","Comp","Last Viewed Date","datetime","0","false","false","",""
"McLabs2__Sale__c","McLabs2__Asking_Price__c","Comp","Asking Price","currency","0","true","false","",""
"McLabs2__Sale__c","SystemModstamp","Comp","System Modstamp","datetime","0","false","false","",""
"McLabs2__Sale__c","McLabs2__Cash_on_Cash__c","Comp","Cash-on-Cash (%)","percent","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Deal_Type__c","Comp","Deal Type","picklist","255","true","false","On-Market Sale|Off-Market Sale",""
"McLabs2__Sale__c","McLabs2__CAP_Rate__c","Comp","CAP Rate","percent","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Lease_Expiration_Date__c","Comp","Lease Expiration Date","date","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Class__c","Comp","Class","string","1300","false","true","",""
"McLabs2__Sale__c","McLabs2__Mortgage_Amount__c","Comp","Mortgage Amount","currency","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Occupancy_at_Close__c","Comp","Occupancy at Close","percent","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Price_Room__c","Comp","Sale Price/Room","currency","0","false","true","",""
"McLabs2__Sale__c","McLabs2__Price_Type__c","Comp","Price Type","picklist","255","true","false","Confirmed|Estimated|Needs Research",""
"McLabs2__Sale__c","McLabs2__Property__c","Comp","Property Sold","reference","18","true","false","","McLabs2__Property__c"
"McLabs2__Sale__c","McLabs2__RRM__c","Comp","RRM","double","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Down_Payment__c","Comp","Down Payment","currency","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Research_Complete__c","Comp","Research Complete?","boolean","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Sale_Date__c","Comp","Close Date","date","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Sale_Price_Room__c","Comp","Room Count","double","0","false","true","",""
"McLabs2__Sale__c","McLabs2__Sale_Price_SF__c","Comp","Sale Price/SF","currency","0","false","true","",""
"McLabs2__Sale__c","McLabs2__Sale_Price_Unit2__c","Comp","Sale Price/Unit","currency","0","false","true","",""
"McLabs2__Sale__c","McLabs2__Tenancy__c","Comp","Tenancy","string","1300","false","true","",""
"McLabs2__Sale__c","McLabs2__Sale_Price_Unit__c","Comp","Units","double","0","false","true","",""
"McLabs2__Sale__c","McLabs2__Term_Remaining_At_Close__c","Comp","Term Remaining At Close","double","0","false","true","",""
"McLabs2__Sale__c","McLabs2__Sale_Price__c","Comp","Sale Price","currency","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Transaction_Notes__c","Comp","Transaction Notes","textarea","1000","true","false","",""
"McLabs2__Sale__c","McLabs2__Escalations__c","Comp","Escalations","textarea","255","true","false","",""
"McLabs2__Sale__c","McLabs2__Commission__c","Comp","Commission Amount","currency","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Escrow__c","Comp","Project","reference","18","true","false","","McLabs2__Escrow__c"
"McLabs2__Sale__c","McLabs2__Lease_Commencement_Date__c","Comp","Lease Commencement Date","date","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Lease_Term_Months__c","Comp","Lease Term (Months)","double","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Landlord__c","Comp","Landlord Company","reference","18","true","false","","Account"
"McLabs2__Sale__c","McLabs2__Listing__c","Comp","Listing","reference","18","true","false","","McLabs2__Listing__c"
"McLabs2__Sale__c","McLabs2__Lease_Type__c","Comp","Lease Type","picklist","255","true","false","N/A|NNN|Modified Gross|Modified Net|Industrial Gross|Other",""
"McLabs2__Sale__c","McLabs2__Property_Leases__c","Comp","Property Leased","reference","18","true","false","","McLabs2__Property__c"
"McLabs2__Sale__c","McLabs2__OSF_ID__c","Comp","External ID","string","100","true","false","",""
"McLabs2__Sale__c","McLabs2__Proposal__c","Comp","Pitch","reference","18","true","false","","McLabs2__Proposal__c"
"McLabs2__Sale__c","McLabs2__Rent_Commencement_Date__c","Comp","Rent Commencement Date","date","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Rental_Rate_Type__c","Comp","Rental Rate Type","picklist","255","true","false","$/SF/Year|$/SF/Month|Amount/Year|Amount/Month",""
"McLabs2__Sale__c","McLabs2__Space__c","Comp","Space","reference","18","true","false","","McLabs2__Spaces__c"
"McLabs2__Sale__c","McLabs2__Rental_Rate__c","Comp","Rental Rate","currency","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Square_Footage__c","Comp","Square Footage","double","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Suite_Floor__c","Comp","Suite/Floor #","string","255","true","false","",""
"McLabs2__Sale__c","McLabs2__Tenant__c","Comp","Tenant Company","reference","18","true","false","","Account"
"McLabs2__Sale__c","McLabs2__Buyer__c","Comp","Buyer Contact","reference","18","true","false","","Contact"
"McLabs2__Sale__c","McLabs2__Buyer_Company__c","Comp","Buyer Company","reference","18","true","false","","Account"
"McLabs2__Sale__c","McLabs2__Landlord_Contact__c","Comp","Landlord Contact","reference","18","true","false","","Contact"
"McLabs2__Sale__c","McLabs2__Options__c","Comp","Options","textarea","255","true","false","",""
"McLabs2__Sale__c","McLabs2__Seller__c","Comp","Seller Contact","reference","18","true","false","","Contact"
"McLabs2__Sale__c","McLabs2__Tenant_Contact__c","Comp","Tenant Contact","reference","18","true","false","","Contact"
"McLabs2__Sale__c","McLabs2__Property_SF_new__c","Comp","Property SF","double","0","false","true","",""
"McLabs2__Sale__c","McLabs2__Property_Address__c","Comp","Property Address","string","1300","false","true","",""
"McLabs2__Sale__c","McLabs2__Seller_Company__c","Comp","Seller Company","reference","18","true","false","","Account"
"McLabs2__Sale__c","McLabs2__Property_Zip_Postal_Code__c","Comp","Property Zip/Postal Code","string","1300","false","true","",""
"McLabs2__Sale__c","McLabs2__Property_State__c","Comp","Property State","string","1300","false","true","",""
"McLabs2__Sale__c","McLabs2__Booked__c","Comp","Booked","boolean","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Property_City__c","Comp","Property City","string","1300","false","true","",""
"McLabs2__Sale__c","McLabs2__External_Commission_Percent__c","Comp","External Commission (%)","percent","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Total_Holdbacks__c","Comp","Total House Expenses","currency","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Billing_Cycle_End_Day_of_Month__c","Comp","Billing Cycle End (Day of Month)","picklist","255","true","false","Last|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28",""
"McLabs2__Sale__c","McLabs2__Lease_Total__c","Comp","Lease Total","currency","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Default_Invoice_Bill_To__c","Comp","Default Invoice Bill To","picklist","255","true","false","Recipient Account|Property Ownership Entity",""
"McLabs2__Sale__c","McLabs2__Commission_Percent__c","Comp","Commission (%)","percent","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Default_Invoice_Recipient_Account__c","Comp","Default Invoice Recipient Account","reference","18","true","false","","Account"
"McLabs2__Sale__c","McLabs2__Default_Invoice_Template__c","Comp","Default Invoice Template","reference","18","true","false","","McLabs2__Invoice_Template__c"
"McLabs2__Sale__c","McLabs2__Default_Payment_Information__c","Comp","Default Payment Information","reference","18","true","false","","McLabs2__Payment_Information__c"
"McLabs2__Sale__c","McLabs2__Invoice_Creation_Action__c","Comp","Invoice Creation Action","picklist","255","true","false","Email to Recipient|Send Notification to User",""
"McLabs2__Sale__c","McLabs2__Net_Operating_Income__c","Comp","Net Operating Income","currency","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Invoice_Notification_User__c","Comp","Invoice Notification User","reference","18","true","false","","User"
"McLabs2__Sale__c","McLabs2__Default_Invoice_Recipient__c","Comp","Default Invoice Recipient","reference","18","true","false","","Contact"
"McLabs2__Sale__c","McLabs2__Occupancy_Date__c","Comp","Occupancy Date","date","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Next_Invoice_date__c","Comp","Next Invoice Date","date","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Property_Country__c","Comp","Property Country","string","1300","false","true","",""
"McLabs2__Sale__c","McLabs2__Total_Deal_Level_Holdbacks__c","Comp","Deprecated - Total Deal Level Expenses","double","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Total_Deal_Holdbacks__c","Comp","Total Deal Expenses","currency","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Invoice_Type__c","Comp","Invoice Type","picklist","255","true","false","Standard Invoices|Over the Term",""
"McLabs2__Sale__c","McLabs2__Import_Batch_ID__c","Comp","Import Batch ID","string","18","true","false","",""
"McLabs2__Sale__c","McLabs2__Total_Net_Commissions__c","Comp","Total Net Commissions","currency","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Brokerage_Net_On_Amount_Received__c","Comp","Brokerage Net on Amount Received","currency","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Property_County__c","Comp","Property County","string","1300","false","true","",""
"McLabs2__Sale__c","McLabs2__Estimated_Brokerage_Net__c","Comp","Estimated Brokerage Net","currency","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Imported_Date__c","Comp","Imported Date","date","0","true","false","",""
"McLabs2__Sale__c","McLabs2__Transaction_Date__c","Comp","Transaction Date","datetime","0","true","false","",""
"Contact","Id","Contact","Contact ID","id","18","false","false","",""
"Contact","MasterRecordId","Contact","Master Record ID","reference","18","false","false","","Contact"
"Contact","IsDeleted","Contact","Deleted","boolean","0","false","false","",""
"Contact","AccountId","Contact","Company Name","reference","18","true","false","","Account"
"Contact","LastName","Contact","Last Name","string","80","true","false","",""
"Contact","FirstName","Contact","First Name","string","40","true","false","",""
"Contact","Salutation","Contact","Salutation","picklist","40","true","false","Mr.|Ms.|Mrs.|Dr.|Prof.",""
"Contact","OtherStreet","Contact","Other Street","textarea","255","true","false","",""
"Contact","Name","Contact","Full Name","string","121","false","false","",""
"Contact","RecordTypeId","Contact","Record Type ID","reference","18","true","false","","RecordType"
"Contact","OtherCity","Contact","Other City","string","40","true","false","",""
"Contact","OtherState","Contact","Other State/Province","string","80","true","false","",""
"Contact","OtherLatitude","Contact","Other Latitude","double","0","true","false","",""
"Contact","OtherPostalCode","Contact","Other Zip/Postal Code","string","20","true","false","",""
"Contact","OtherAddress","Contact","Other Address","address","0","false","false","",""
"Contact","OtherLongitude","Contact","Other Longitude","double","0","true","false","",""
"Contact","OtherCountry","Contact","Other Country","string","80","true","false","",""
"Contact","MailingStreet","Contact","Mailing Street","textarea","255","true","false","",""
"Contact","MailingState","Contact","Mailing State/Province","string","80","true","false","",""
"Contact","MailingPostalCode","Contact","Mailing Zip/Postal Code","string","20","true","false","",""
"Contact","MailingCity","Contact","Mailing City","string","40","true","false","",""
"Contact","MailingCountry","Contact","Mailing Country","string","80","true","false","",""
"Contact","MailingLatitude","Contact","Mailing Latitude","double","0","true","false","",""
"Contact","MailingAddress","Contact","Mailing Address","address","0","false","false","",""
"Contact","MailingLongitude","Contact","Mailing Longitude","double","0","true","false","",""
"Contact","Fax","Contact","Business Fax","phone","40","true","false","",""
"Contact","Phone","Contact","Business Phone","phone","40","true","false","",""
"Contact","AssistantPhone","Contact","Asst. Phone","phone","40","true","false","",""
"Contact","MobilePhone","Contact","Mobile Phone","phone","40","true","false","",""
"Contact","OtherPhone","Contact","Other Phone","phone","40","true","false","",""
"Contact","ReportsToId","Contact","Reports To ID","reference","18","true","false","","Contact"
"Contact","HomePhone","Contact","Home Phone","phone","40","true","false","",""
"Contact","Department","Contact","Department","string","80","true","false","",""
"Contact","AssistantName","Contact","Assistant's Name","string","40","true","false","",""
"Contact","LeadSource","Contact","Lead Source","picklist","40","true","false","Advertisement|Employee Referral|External Referral|Partner|Public Relations|Seminar - Internal|Seminar - Partner|Trade Show|Web|Word of mouth|Other",""
"Contact","Birthdate","Contact","Birthdate","date","0","true","false","",""
"Contact","Title","Contact","Title","string","128","true","false","",""
"Contact","Description","Contact","Contact Description","textarea","32000","true","false","",""
"Contact","OwnerId","Contact","Owner ID","reference","18","true","false","","User"
"Contact","Email","Contact","Email","email","80","true","false","",""
"Contact","HasOptedOutOfEmail","Contact","Email Opt Out","boolean","0","true","false","",""
"Contact","CreatedById","Contact","Created By ID","reference","18","false","false","","User"
"Contact","HasOptedOutOfFax","Contact","Fax Opt Out","boolean","0","true","false","",""
"Contact","LastModifiedDate","Contact","Last Modified Date","datetime","0","false","false","",""
"Contact","DoNotCall","Contact","Do Not Call","boolean","0","true","false","",""
"Contact","CreatedDate","Contact","Created Date","datetime","0","false","false","",""
"Contact","LastActivityDate","Contact","Last Activity","date","0","false","false","",""
"Contact","LastModifiedById","Contact","Last Modified By ID","reference","18","false","false","","User"
"Contact","LastReferencedDate","Contact","Last Referenced Date","datetime","0","false","false","",""
"Contact","LastCURequestDate","Contact","Last Stay-in-Touch Request Date","datetime","0","false","false","",""
"Contact","SystemModstamp","Contact","System Modstamp","datetime","0","false","false","",""
"Contact","LastViewedDate","Contact","Last Viewed Date","datetime","0","false","false","",""
"Contact","EmailBouncedReason","Contact","Email Bounced Reason","string","255","true","false","",""
"Contact","EmailBouncedDate","Contact","Email Bounced Date","datetime","0","true","false","",""
"Contact","IsEmailBounced","Contact","Is Email Bounced","boolean","0","false","false","",""
"Contact","LastCUUpdateDate","Contact","Last Stay-in-Touch Save Date","datetime","0","false","false","",""
"Contact","JigsawContactId","Contact","Jigsaw Contact ID","string","20","false","false","",""
"Contact","McLabs2__Asst_Email__c","Contact","Asst. Email","email","80","true","false","",""
"Contact","Jigsaw","Contact","Data.com Key","string","20","true","false","",""
"Contact","McLabs2__Broker_Type__c","Contact","Broker Type","multipicklist","4099","true","false","Investment|Leasing|Mortgage",""
"Contact","PhotoUrl","Contact","Photo URL","url","255","false","false","",""
"Contact","McLabs2__Broker_Execution__c","Contact","Broker Execution","percent","0","false","true","",""
"Contact","McLabs2__Core_Client__c","Contact","Core Client","boolean","0","true","false","",""
"Contact","McLabs2__Contact_Website__c","Contact","Contact Website","url","255","true","false","",""
"Contact","McLabs2__Group__c","Contact","Groups","multipicklist","4099","true","false","Newsletter|Target Client List|Marketing List",""
"Contact","McLabs2__Level__c","Contact","Level","picklist","255","true","false","Secondary|Tertiary|Primary",""
"Contact","McLabs2__Direct_Number__c","Contact","Direct Number","phone","40","true","false","",""
"Contact","McLabs2__OSF_ID__c","Contact","External ID","string","100","true","false","",""
"Contact","McLabs2__Languages__c","Contact","Languages","string","100","true","false","",""
"Contact","McLabs2__Newsletter__c","Contact","Newsletter","boolean","0","true","false","",""
"Contact","McLabs2__Principal_Type__c","Contact","Principal Type","picklist","255","true","false","Developer|Government Owner|Institutional Investor|Lender Owner|Merchant Developer|None|Owner Occupied|Private Investor|Professional Investor|REIT",""
"Contact","McLabs2__Time_Zone__c","Contact","Time Zone","picklist","255","true","false","Pacific|Mountain|Central|Eastern",""
"Contact","McLabs2__Seller_Quality__c","Contact","Seller Quality","picklist","255","true","false","1. Will sell within 6 months|2. Might sell within 6 months|3. Will not sellwithin 6 months",""
"Contact","McLabs2__Verified__c","Contact","Verified","boolean","0","true","false","",""
"Contact","McLabs2__Vendor_Type__c","Contact","Vendor Type","picklist","255","true","false","Appraiser|Architect|Engineer|Insurance|Property Inspector",""
"Contact","McLabs2__Website__c","Contact","Company Website","string","1300","false","true","",""
"Contact","McLabs2__of_Buyer_Transactions__c","Contact","# of Buyer Transactions","double","0","false","true","",""
"Contact","McLabs2__of_Listings__c","Contact","# of Listings","double","0","false","true","",""
"Contact","McLabs2__of_Properties__c","Contact","# of Properties","double","0","false","true","",""
"Contact","McLabs2__of_First_Listing_Appointments__c","Contact","# of First Listing Appointments","double","0","false","true","",""
"Contact","McLabs2__Company__c","Contact","Company","string","100","true","false","",""
"Contact","McLabs2__Research__c","Contact","Research","boolean","0","true","false","",""
"Contact","McLabs2__Industry_Role__c","Contact","Industry Role","picklist","255","true","false","Principal|Broker|Lender|Service Provider",""
"Contact","McLabs2__of_Seller_Transactions__c","Contact","# of Seller Transactions","double","0","false","true","",""
"Contact","McLabs2__Email_2__c","Contact","Email 2","email","80","true","false","",""
"Contact","McLabs2__Rcm1_Sync__c","Contact","Rcm1 Sync'ed","boolean","0","true","false","",""
"Contact","McLabs2__Phone_Extension__c","Contact","Phone Extension","string","11","true","false","",""
"Contact","McLabs2__Phone_Comments__c","Contact","Phone Comments","textarea","255","true","false","",""
"Contact","McLabs2__Property_Markets__c","Contact","Property Markets","multipicklist","4099","true","false","AK-Anchorage|AL-Birmingham|AL-Huntsville|AL-Mobile|AL-Montgomery|AR-Fayetteville/Springdale/Rogers|AR-Fort Smith|AR-Little Rock/N Little Rock|AZ-Phoenix|AZ-Tucson|CA-Bakersfield|CA-East Bay/Oakland|CA-Fresno|CA-Inland Empire|CA-Los Angeles|CA-Marin/Sonoma|CA-Orange County|CA-Sacramento|CA-Salinas|CA-San Diego|CA-San Francisco|CA-San Luis Obispo/Paso Robles|CA-Santa Barbara/Sta Maria/Goleta|CA-Santa Cruz/Watsonville|CA-South Bay/San Jose|CA-Stockton/Modesto|CA-Visalia/Porterville|CO-Colorado Springs|CO-Denver|CT-Hartford|DC-Washington|FL-Deltona/Daytona Beach|FL-Jacksonville|FL-Ocala|FL-Orlando|FL-Pensacola/Ferry Pass/Brent|FL-Port St Lucie/Fort Pierce|FL-South Florida|FL-Southwest Florida|FL-Tallahassee|FL-Tampa/St. Petersburg|GA-Atlanta|GA-Augusta/Richmond County|GA-Columbus|GA-Savannah|HI-Hawaii|IA-Des Moines|ID-Boise City/Nampa|IL-Chicago|IL-Davenport/Moline/Rock Island|IL-Peoria|IL-Springfield|IN-Evansville|IN-Fort Wayne|IN-Indianapolis|IN-South Bend/Mishawaka|KS-Kansas City|KS-Wichita|KY-Lexington/Fayette|KY-Louisville|LA-Baton Rouge|LA-Lafayette|LA-New Orleans/Metairie/Kenner|LA-Shreveport/Bossier City|MA-Boston|MD-Baltimore|ME-Portland/South Portland|MI-Detroit|MI-Grand Rapids|MN-Duluth|MN-Minneapolis|MO-St. Louis|MS-Jackson|National|NC-Asheville|NC-Charlotte|NC-Fayetteville|NC-Greensboro/Winston-Salem|NC-Raleigh/Durham|NC-Wilmington|NE-Lincoln|NE-Omaha/Council Bluffs|NJ-Northern New Jersey|NM-Albuquerque|NV-Las Vegas|NV-Reno/Sparks|NY-Albany/Schenectady/Troy|NY-Buffalo/Niagara Falls|NY-Long Island|NY-New York City|NY-Rochester|NY-Syracuse|NY-Utica/Rome|OH-Cincinnati/Dayton|OH-Cleveland|OH-Columbus|OH-Toledo|OH-Youngstown/Warren|OK-Oklahoma City|OK-Tulsa|OR-Portland|PA-Erie|PA-Philadelphia|PA-Pittsburgh|RI-Providence|SC-Charleston/N Charleston|SC-Columbia|SC-Greenville/Spartanburg|SC-Myrtle Beach/Conway|TN-Chattanooga|TN-Kingsport/Bristol/Bristol|TN-Knoxville|TN-Memphis|TN-Nashville|TX-Austin|TX-Beaumont/Port Arthur|TX-Brownsville/Harlingen|TX-Corpus Christi|TX-Dallas/Fort Worth|TX-El Paso|TX-Houston|TX-Killeen/Temple/Fort Hood|TX-Lubbock|TX-McAllen/Edinburg/Pharr|TX-San Antonio|UT-Salt Lake City|VA-Hampton Roads|VA-Richmond|VA-Roanoke|WA-Bremerton|WA-Olympia|WA-Seattle/Puget Sound|WA-Spokane|WA-Yakima|WI-Green Bay|WI-Milwaukee/Madison|WV-Charleston|WV-Huntington/Ashland",""
"Contact","McLabs2__Property_States__c","Contact","Property States","multipicklist","4099","true","false","AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA",""
"Contact","McLabs2__Property_Submarkets4__c","Contact","Property Submarkets","multipicklist","4099","true","false","Downtown|Uptown|Northside|Southside",""
"Contact","McLabs2__Property_Types__c","Contact","Property Types","multipicklist","4099","true","false","Healthcare|Hospitality|Industrial|Land|Mixed-Use|Multifamily|Office|Portfolio|Retail|Self-Storage|Specialty",""
"Contact","McLabs2__Property_Cities__c","Contact","Property Cities","multipicklist","4099","true","false","1",""
"Contact","McLabs2__Capdominus_Id__c","Contact","Capdominus Id","string","255","true","false","",""
"Contact","McLabs2__Property_Zips__c","Contact","Property Zips","multipicklist","4099","true","false","1",""
"Contact","McLabs2__Group_IDs__c","Contact","Group IDs","multipicklist","4099","true","false","GRP1|GRP21|GRP69",""
"Contact","McLabs2__Last_Sync_Result__c","Contact","Last Sync Result","boolean","0","true","false","",""
"Contact","McLabs2__Last_Sync_With_Capdominus__c","Contact","Last Sync With Capdominus","datetime","0","true","false","",""
"Contact","McLabs2__Import_Batch_ID__c","Contact","Import Batch ID","string","18","true","false","",""
"Contact","McLabs2__Imported_Date__c","Contact","Imported Date","date","0","true","false","",""
"Contact","McLabs2__Count_of_Properties__c","Contact","# of Properties","double","0","true","false","",""
