OBJECT_NAME,FIELD_NAME,OBJECT_LABEL,FIELD_LABEL,FIELD_TYPE,FIELD_LENGTH,CREATEABLE,CALCULATED,PICKLIST,REFERENCE
"McLabs2__Unit_Mix__c","Id","Unit Mix","Record ID","id","18","false","false","",""
"McLabs2__Unit_Mix__c","Name","Unit Mix","Unit Mix","string","80","false","false","",""
"McLabs2__Unit_Mix__c","OwnerId","Unit Mix","Owner ID","reference","18","true","false","","GroupUser"
"McLabs2__Unit_Mix__c","CreatedDate","Unit Mix","Created Date","datetime","0","false","false","",""
"McLabs2__Unit_Mix__c","CreatedById","Unit Mix","Created By ID","reference","18","false","false","","User"
"McLabs2__Unit_Mix__c","SystemModstamp","Unit Mix","System Modstamp","datetime","0","false","false","",""
"McLabs2__Unit_Mix__c","LastModifiedById","Unit Mix","Last Modified By ID","reference","18","false","false","","User"
"McLabs2__Unit_Mix__c","LastModifiedDate","Unit Mix","Last Modified Date","datetime","0","false","false","",""
"McLabs2__Unit_Mix__c","IsDeleted","Unit Mix","Deleted","boolean","0","false","false","",""
"McLabs2__Unit_Mix__c","McLabs2__Monthly_Rent__c","Unit Mix","Monthly Rent","currency","0","true","false","",""
"McLabs2__Unit_Mix__c","McLabs2__Number_of_Units__c","Unit Mix","Number of Units","double","0","true","false","",""
"McLabs2__Unit_Mix__c","McLabs2__Unit_SF__c","Unit Mix","Unit SF","double","0","true","false","",""
"McLabs2__Unit_Mix__c","McLabs2__Monthly_Rent_SF__c","Unit Mix","Monthly Rent/SF","currency","0","false","true","",""
"McLabs2__Unit_Mix__c","McLabs2__Unit_Type__c","Unit Mix","Unit Type","picklist","255","true","false","1Bdr/1Bath|2Bdr/1Bath|2Bdr/2Bath|3Bdr/1Bath|3Bdr/2Bath|3Bdr/3Bath|Studio|Bachelor|Efficency",""
"McLabs2__Unit_Mix__c","Number_of_Units__c","Unit Mix","Number of Units","double","0","true","false","",""
"McLabs2__Unit_Mix__c","McLabs2__External_ID__c","Unit Mix","External ID","string","99","true","false","",""
"McLabs2__Unit_Mix__c","McLabs2__Property__c","Unit Mix","Property","reference","18","true","false","","McLabs2__Property__c"
"McLabs2__Unit_Mix__c","McLabs2__Import_Batch_ID__c","Unit Mix","Import Batch ID","string","18","true","false","",""
"McLabs2__Unit_Mix__c","McLabs2__Monthly_Rent_High__c","Unit Mix","Monthly Rent- High","currency","0","true","false","",""
"McLabs2__Unit_Mix__c","McLabs2__Unit_SF_High__c","Unit Mix","Unit SF- High","double","0","true","false","",""
"McLabs2__Unit_Mix__c","McLabs2__Imported_Date__c","Unit Mix","Imported Date","date","0","true","false","",""
"McLabs2__Sign__c","IsDeleted","Sign","Deleted","boolean","0","false","false","",""
"McLabs2__Sign__c","Id","Sign","Record ID","id","18","false","false","",""
"McLabs2__Sign__c","CreatedDate","Sign","Created Date","datetime","0","false","false","",""
"McLabs2__Sign__c","Name","Sign","Sign Name","string","80","false","false","",""
"McLabs2__Sign__c","CreatedById","Sign","Created By ID","reference","18","false","false","","User"
"McLabs2__Sign__c","LastModifiedById","Sign","Last Modified By ID","reference","18","false","false","","User"
"McLabs2__Sign__c","SystemModstamp","Sign","System Modstamp","datetime","0","false","false","",""
"McLabs2__Sign__c","LastModifiedDate","Sign","Last Modified Date","datetime","0","false","false","",""
"McLabs2__Sign__c","McLabs2__Listing__c","Sign","Listing","reference","18","true","false","","McLabs2__Listing__c"
"McLabs2__Sign__c","McLabs2__Quantity__c","Sign","Quantity","double","0","true","false","",""
"McLabs2__Sign__c","McLabs2__Deployed__c","Sign","Deployed","boolean","0","true","false","",""
"McLabs2__Sign__c","McLabs2__Location__c","Sign","Location","string","1300","false","true","",""
"McLabs2__Sign__c","McLabs2__Type__c","Sign","Type","picklist","255","true","false","Banner|Plywood|Window",""
"McLabs2__Sign__c","McLabs2__Imported_Date__c","Sign","Imported Date","date","0","true","false","",""
"McLabs2__Sign__c","McLabs2__Import_Batch_ID__c","Sign","Import Batch ID","string","18","true","false","",""
"McLabs2__Group__c","OwnerId","Contact Group","Owner ID","reference","18","true","false","","GroupUser"
"McLabs2__Group__c","IsDeleted","Contact Group","Deleted","boolean","0","false","false","",""
"McLabs2__Group__c","CreatedDate","Contact Group","Created Date","datetime","0","false","false","",""
"McLabs2__Group__c","CreatedById","Contact Group","Created By ID","reference","18","false","false","","User"
"McLabs2__Group__c","LastModifiedDate","Contact Group","Last Modified Date","datetime","0","false","false","",""
"McLabs2__Group__c","LastModifiedById","Contact Group","Last Modified By ID","reference","18","false","false","","User"
"McLabs2__Group__c","Name","Contact Group","Group Name","string","80","true","false","",""
"McLabs2__Group__c","SystemModstamp","Contact Group","System Modstamp","datetime","0","false","false","",""
"McLabs2__Group__c","LastViewedDate","Contact Group","Last Viewed Date","datetime","0","false","false","",""
"McLabs2__Group__c","LastReferencedDate","Contact Group","Last Referenced Date","datetime","0","false","false","",""
"McLabs2__Group__c","McLabs2__Num_Group_Members__c","Contact Group","Number of Members","double","0","false","true","",""
"McLabs2__Group__c","McLabs2__Unique_ID__c","Contact Group","Unique ID","string","30","false","false","",""
"McLabs2__Group__c","Id","Contact Group","Record ID","id","18","false","false","",""
"McLabs2__Group__c","McLabs2__Imported_Date__c","Contact Group","Imported Date","date","0","true","false","",""
"McLabs2__Group__c","McLabs2__Import_Batch_ID__c","Contact Group","Import Batch ID","string","18","true","false","",""
"McLabs2__Payment__c","Id","Payment","Record ID","id","18","false","false","",""
"McLabs2__Payment__c","OwnerId","Payment","Owner ID","reference","18","true","false","","GroupUser"
"McLabs2__Payment__c","Name","Payment","Payment ID","string","80","false","false","",""
"McLabs2__Payment__c","IsDeleted","Payment","Deleted","boolean","0","false","false","",""
"McLabs2__Payment__c","CreatedDate","Payment","Created Date","datetime","0","false","false","",""
"McLabs2__Payment__c","CreatedById","Payment","Created By ID","reference","18","false","false","","User"
"McLabs2__Payment__c","LastModifiedById","Payment","Last Modified By ID","reference","18","false","false","","User"
"McLabs2__Payment__c","SystemModstamp","Payment","System Modstamp","datetime","0","false","false","",""
"McLabs2__Payment__c","LastActivityDate","Payment","Last Activity Date","date","0","false","false","",""
"McLabs2__Payment__c","McLabs2__Paid_By_Company__c","Payment","Paid By Company","reference","18","true","false","","Account"
"McLabs2__Payment__c","McLabs2__Paid_By_Contact__c","Payment","Paid By Contact","reference","18","true","false","","Contact"
"McLabs2__Payment__c","LastModifiedDate","Payment","Last Modified Date","datetime","0","false","false","",""
"McLabs2__Payment__c","McLabs2__Payment_Date__c","Payment","Payment Date","date","0","true","false","",""
"McLabs2__Payment__c","McLabs2__Credit__c","Payment","Credit","double","0","false","true","",""
"McLabs2__Payment__c","McLabs2__Payment_Type__c","Payment","Payment Type","picklist","255","true","false","Check|Trust Deposit|Cash|Other",""
"McLabs2__Payment__c","McLabs2__Payments_Allocated__c","Payment","Payments Allocated","currency","0","false","true","",""
"McLabs2__Payment__c","McLabs2__Memo__c","Payment","Memo","string","255","true","false","",""
"McLabs2__Payment__c","McLabs2__Import_Batch_ID__c","Payment","Import Batch ID","string","18","true","false","",""
"McLabs2__Payment__c","McLabs2__Payment_Balance__c","Payment","Payment Balance","currency","0","false","true","",""
"McLabs2__Payment__c","McLabs2__Payment_Amount__c","Payment","Payment Amount","currency","0","true","false","",""
"McLabs2__Group_Member__c","Id","Group Member","Record ID","id","18","false","false","",""
"McLabs2__Payment__c","McLabs2__Imported_Date__c","Payment","Imported Date","date","0","true","false","",""
"McLabs2__Group_Member__c","CreatedById","Group Member","Created By ID","reference","18","false","false","","User"
"McLabs2__Group_Member__c","IsDeleted","Group Member","Deleted","boolean","0","false","false","",""
"McLabs2__Group_Member__c","Name","Group Member","Group Member Number","string","80","false","false","",""
"McLabs2__Group_Member__c","LastModifiedDate","Group Member","Last Modified Date","datetime","0","false","false","",""
"McLabs2__Group_Member__c","LastModifiedById","Group Member","Last Modified By ID","reference","18","false","false","","User"
"McLabs2__Group_Member__c","SystemModstamp","Group Member","System Modstamp","datetime","0","false","false","",""
"McLabs2__Group_Member__c","McLabs2__Group__c","Group Member","Group","reference","18","true","false","","McLabs2__Group__c"
"McLabs2__Group_Member__c","McLabs2__Import_Batch_ID__c","Group Member","Import Batch ID","string","18","true","false","",""
"McLabs2__Group_Member__c","McLabs2__Imported_Date__c","Group Member","Imported Date","date","0","true","false","",""
"McLabs2__Group_Member__c","McLabs2__Contact__c","Group Member","Contact","reference","18","true","false","","Contact"
"McLabs2__Group_Member__c","McLabs2__Contact_Group__c","Group Member","Contact Group","string","255","true","false","",""
"McLabs2__Spaces_Shown__c","Id","Space Shown","Record ID","id","18","false","false","",""
"McLabs2__Group_Member__c","CreatedDate","Group Member","Created Date","datetime","0","false","false","",""
"McLabs2__Spaces_Shown__c","IsDeleted","Space Shown","Deleted","boolean","0","false","false","",""
"McLabs2__Spaces_Shown__c","CreatedById","Space Shown","Created By ID","reference","18","false","false","","User"
"McLabs2__Spaces_Shown__c","CreatedDate","Space Shown","Created Date","datetime","0","false","false","",""
"McLabs2__Spaces_Shown__c","Name","Space Shown","Spaces Shown Name","string","80","false","false","",""
"McLabs2__Spaces_Shown__c","LastModifiedDate","Space Shown","Last Modified Date","datetime","0","false","false","",""
"McLabs2__Spaces_Shown__c","LastModifiedById","Space Shown","Last Modified By ID","reference","18","false","false","","User"
"McLabs2__Spaces_Shown__c","SystemModstamp","Space Shown","System Modstamp","datetime","0","false","false","",""
"McLabs2__Spaces_Shown__c","McLabs2__Assignment__c","Space Shown","Assignment","reference","18","true","false","","McLabs2__Listing__c"
"McLabs2__Spaces_Shown__c","McLabs2__Date_Available__c","Space Shown","Date Available","date","0","false","true","",""
"McLabs2__Spaces_Shown__c","McLabs2__Property__c","Space Shown","Property","string","1300","false","true","",""
"McLabs2__Spaces_Shown__c","McLabs2__Space__c","Space Shown","Space","reference","18","true","false","","McLabs2__Spaces__c"
"McLabs2__Spaces_Shown__c","McLabs2__Square_Footage__c","Space Shown","Square Footage","double","0","false","true","",""
"McLabs2__Spaces_Shown__c","McLabs2__Status__c","Space Shown","Status","picklist","255","true","false","Pending|Toured|Offered|Passed",""
"McLabs2__Spaces_Shown__c","McLabs2__Prospective_Tenant__c","Space Shown","Prospective Tenant","reference","18","true","false","","Account"
"McLabs2__Spaces_Shown__c","McLabs2__Suite_Number__c","Space Shown","Suite Number","string","1300","false","true","",""
"McLabs2__Spaces_Shown__c","McLabs2__Import_Batch_ID__c","Space Shown","Import Batch ID","string","18","true","false","",""
"McLabs2__Spaces_Shown__c","McLabs2__Imported_Date__c","Space Shown","Imported Date","date","0","true","false","",""
"McLabs2__Invoice_Payment__c","IsDeleted","Invoice Payment","Deleted","boolean","0","false","false","",""
"McLabs2__Invoice_Payment__c","Id","Invoice Payment","Record ID","id","18","false","false","",""
"McLabs2__Invoice_Payment__c","Name","Invoice Payment","Invoice Payment ID","string","80","false","false","",""
"McLabs2__Invoice_Payment__c","CreatedDate","Invoice Payment","Created Date","datetime","0","false","false","",""
"McLabs2__Invoice_Payment__c","LastModifiedDate","Invoice Payment","Last Modified Date","datetime","0","false","false","",""
"McLabs2__Invoice_Payment__c","CreatedById","Invoice Payment","Created By ID","reference","18","false","false","","User"
"McLabs2__Invoice_Payment__c","LastModifiedById","Invoice Payment","Last Modified By ID","reference","18","false","false","","User"
"McLabs2__Invoice_Payment__c","LastActivityDate","Invoice Payment","Last Activity Date","date","0","false","false","",""
"McLabs2__Invoice_Payment__c","McLabs2__Invoice__c","Invoice Payment","Invoice","reference","18","true","false","","McLabs2__Invoice__c"
"McLabs2__Invoice_Payment__c","SystemModstamp","Invoice Payment","System Modstamp","datetime","0","false","false","",""
"McLabs2__Invoice_Payment__c","McLabs2__Payment_Amount__c","Invoice Payment","Payment Amount","currency","0","true","false","",""
"McLabs2__Invoice_Payment__c","McLabs2__Payment__c","Invoice Payment","Payment","reference","18","true","false","","McLabs2__Payment__c"
"McLabs2__Invoice_Payment__c","McLabs2__Imported_Date__c","Invoice Payment","Imported Date","date","0","true","false","",""
"McLabs2__Invoice_Payment__c","McLabs2__Import_Batch_ID__c","Invoice Payment","Import Batch ID","string","18","true","false","",""
"McLabs2__Ownership_A__c","Id","Ownership (A)","Record ID","id","18","false","false","",""
"McLabs2__Ownership_A__c","IsDeleted","Ownership (A)","Deleted","boolean","0","false","false","",""
"McLabs2__Ownership_A__c","Name","Ownership (A)","Ownership Number","string","80","false","false","",""
"McLabs2__Ownership_A__c","CreatedById","Ownership (A)","Created By ID","reference","18","false","false","","User"
"McLabs2__Ownership_A__c","CreatedDate","Ownership (A)","Created Date","datetime","0","false","false","",""
"McLabs2__Ownership_A__c","LastModifiedDate","Ownership (A)","Last Modified Date","datetime","0","false","false","",""
"McLabs2__Ownership_A__c","SystemModstamp","Ownership (A)","System Modstamp","datetime","0","false","false","",""
"McLabs2__Ownership_A__c","LastModifiedById","Ownership (A)","Last Modified By ID","reference","18","false","false","","User"
"McLabs2__Ownership_A__c","McLabs2__Company__c","Ownership (A)","Company","reference","18","true","false","","Account"
"McLabs2__Ownership_A__c","McLabs2__Property__c","Ownership (A)","Property","reference","18","true","false","","McLabs2__Property__c"
"McLabs2__Ownership_A__c","McLabs2__Import_Batch_ID__c","Ownership (A)","Import Batch ID","string","18","true","false","",""
"McLabs2__Ownership_A__c","McLabs2__Account_Role__c","Ownership (A)","Company Role","picklist","255","true","false","Owner|Former Owner",""
"McLabs2__Ownership_A__c","McLabs2__Imported_Date__c","Ownership (A)","Imported Date","date","0","true","false","",""
"McLabs2__Holdback__c","Id","Expense","Record ID","id","18","false","false","",""
"McLabs2__Holdback__c","Name","Expense","Expense ID","string","80","false","false","",""
"McLabs2__Holdback__c","OwnerId","Expense","Owner ID","reference","18","true","false","","GroupUser"
"McLabs2__Holdback__c","LastModifiedDate","Expense","Last Modified Date","datetime","0","false","false","",""
"McLabs2__Holdback__c","CreatedDate","Expense","Created Date","datetime","0","false","false","",""
"McLabs2__Holdback__c","CreatedById","Expense","Created By ID","reference","18","false","false","","User"
"McLabs2__Holdback__c","RecordTypeId","Expense","Record Type ID","reference","18","true","false","","RecordType"
"McLabs2__Holdback__c","LastModifiedById","Expense","Last Modified By ID","reference","18","false","false","","User"
"McLabs2__Holdback__c","SystemModstamp","Expense","System Modstamp","datetime","0","false","false","",""
"McLabs2__Holdback__c","McLabs2__Amount__c","Expense","Amount","currency","0","true","false","",""
"McLabs2__Holdback__c","McLabs2__Comp__c","Expense","Comp","reference","18","true","false","","McLabs2__Sale__c"
"McLabs2__Holdback__c","McLabs2__Type__c","Expense","Type","picklist","255","true","false","Marketing Budget|Referral Fee|Charitable giving|Other",""
"McLabs2__Holdback__c","McLabs2__Description__c","Expense","Description","textarea","255","true","false","",""
"McLabs2__Holdback__c","McLabs2__Balance__c","Expense","Balance","currency","0","false","true","",""
"McLabs2__Holdback__c","McLabs2__Total_Withheld__c","Expense","Deprecated - Total Withheld","double","0","true","false","",""
"McLabs2__Holdback__c","McLabs2__User__c","Expense","User","reference","18","true","false","","User"
"McLabs2__Holdback__c","IsDeleted","Expense","Deleted","boolean","0","false","false","",""
"McLabs2__Holdback__c","McLabs2__Total_Amount_Withheld__c","Expense","Total Amount Withheld","currency","0","true","false","",""
"McLabs2__Holdback__c","McLabs2__Imported_Date__c","Expense","Imported Date","date","0","true","false","",""
"McLabs2__Holdback__c","McLabs2__Import_Batch_ID__c","Expense","Import Batch ID","string","18","true","false","",""
"McLabs2__Appointment__c","Id","Work Order","Record ID","id","18","false","false","",""
"McLabs2__Appointment__c","IsDeleted","Work Order","Deleted","boolean","0","false","false","",""
"McLabs2__Appointment__c","CreatedDate","Work Order","Created Date","datetime","0","false","false","",""
"McLabs2__Appointment__c","Name","Work Order","Work Order ID","string","80","false","false","",""
"McLabs2__Appointment__c","CreatedById","Work Order","Created By ID","reference","18","false","false","","User"
"McLabs2__Appointment__c","LastModifiedDate","Work Order","Last Modified Date","datetime","0","false","false","",""
"McLabs2__Appointment__c","SystemModstamp","Work Order","System Modstamp","datetime","0","false","false","",""
"McLabs2__Appointment__c","LastModifiedById","Work Order","Last Modified By ID","reference","18","false","false","","User"
"McLabs2__Appointment__c","LastViewedDate","Work Order","Last Viewed Date","datetime","0","false","false","",""
"McLabs2__Appointment__c","LastReferencedDate","Work Order","Last Referenced Date","datetime","0","false","false","",""
"McLabs2__Appointment__c","McLabs2__Appointment_Date__c","Work Order","Date Field","date","0","true","false","",""
"McLabs2__Appointment__c","McLabs2__Contact__c","Work Order","Contact","reference","18","true","false","","Contact"
"McLabs2__Appointment__c","McLabs2__Description__c","Work Order","Description","textarea","255","true","false","",""
"McLabs2__Appointment__c","McLabs2__Appointment_Type__c","Work Order","Status","picklist","255","true","false","First Listing Appointment|Second Listing Appointment|Relationship Appointment|Buyside Appointment",""
"McLabs2__Appointment__c","McLabs2__Property__c","Work Order","Property","reference","18","true","false","","McLabs2__Property__c"
"McLabs2__Appointment__c","McLabs2__Import_Batch_ID__c","Work Order","Import Batch ID","string","18","true","false","",""
"McLabs2__Appointment__c","McLabs2__Imported_Date__c","Work Order","Imported Date","date","0","true","false","",""
"Note","ParentId","Note","Parent ID","reference","18","true","false","","AccountAssetContactContractLeadMcLabs2__Appointment__cMcLabs2__Broker_Role__cMcLabs2__Broker__cMcLabs2__Buyer_Need2_del__cMcLabs2__Buyer__cMcLabs2__Commission_Item__cMcLabs2__Commission_Payment__cMcLabs2__Commission_Plan_Member__cMcLabs2__Commission_Plan_Split__cMcLabs2__Commission_Plan__cMcLabs2__Commission__cMcLabs2__Connection_Request__cMcLabs2__Escrow_Snapshot__cMcLabs2__Escrow_Task__cMcLabs2__Escrow__cMcLabs2__Group_Member__cMcLabs2__Group__cMcLabs2__Holdback__cMcLabs2__Integration_Field_Mapping__cMcLabs2__Integration_Job__cMcLabs2__Integration_Key_Setting__cMcLabs2__Integration_Log__cMcLabs2__Integration_Value_Mapping__cMcLabs2__Invoice_Distribution__cMcLabs2__Invoice_Payment__cMcLabs2__Invoice_Template__cMcLabs2__Invoice__cMcLabs2__Lease_Proposal__cMcLabs2__Lease__cMcLabs2__Listing_Service_Space_Detail__cMcLabs2__Listing_Service__cMcLabs2__Listing__cMcLabs2__LogEvent__cMcLabs2__Marketing__cMcLabs2__Milestone1_Expense__cMcLabs2__Milestone1_Milestone__cMcLabs2__Offer__cMcLabs2__Option__cMcLabs2__Ownership_A__cMcLabs2__Ownership__cMcLabs2__Payment_Information__cMcLabs2__Payment_Voucher__cMcLabs2__Payment__cMcLabs2__Portfolio__cMcLabs2__Project_Leasing__cMcLabs2__Property__cMcLabs2__Proposal__cMcLabs2__RCM1_Setting__cMcLabs2__Sale__cMcLabs2__Sign__cMcLabs2__Spaces_Shown__cMcLabs2__Spaces__cMcLabs2__Tenant_s_Need__cMcLabs2__Transaction__cMcLabs2__Unit_Mix__cOpportunityOrderProduct2SocialPost"
"Note","IsDeleted","Note","Deleted","boolean","0","false","false","",""
"Note","Id","Note","Note Id","id","18","false","false","",""
"Note","IsPrivate","Note","Private","boolean","0","true","false","",""
"Note","OwnerId","Note","Owner ID","reference","18","true","false","","User"
"Note","Body","Note","Body","textarea","32000","true","false","",""
"Note","LastModifiedDate","Note","Last Modified Date","datetime","0","false","false","",""
"Note","Title","Note","Title","string","80","true","false","",""
"Note","CreatedById","Note","Created By ID","reference","18","false","false","","User"
"Note","SystemModstamp","Note","System Modstamp","datetime","0","false","false","",""
"Note","LastModifiedById","Note","Last Modified By ID","reference","18","false","false","","User"
"Note","CreatedDate","Note","Created Date","datetime","0","false","false","",""
"McLabs2__Payment_Information__c","OwnerId","Payment Information","Owner ID","reference","18","true","false","","GroupUser"
"McLabs2__Payment_Information__c","Id","Payment Information","Record ID","id","18","false","false","",""
"McLabs2__Payment_Information__c","IsDeleted","Payment Information","Deleted","boolean","0","false","false","",""
"McLabs2__Payment_Information__c","CreatedDate","Payment Information","Created Date","datetime","0","false","false","",""
"McLabs2__Payment_Information__c","CreatedById","Payment Information","Created By ID","reference","18","false","false","","User"
"McLabs2__Payment_Information__c","LastModifiedDate","Payment Information","Last Modified Date","datetime","0","false","false","",""
"McLabs2__Payment_Information__c","LastModifiedById","Payment Information","Last Modified By ID","reference","18","false","false","","User"
"McLabs2__Payment_Information__c","LastReferencedDate","Payment Information","Last Referenced Date","datetime","0","false","false","",""
"McLabs2__Payment_Information__c","Name","Payment Information","Name","string","80","true","false","",""
"McLabs2__Payment_Information__c","McLabs2__Days_Until_Due__c","Payment Information","Due Date Auto-Calculation (Days)","double","0","true","false","",""
"McLabs2__Payment_Information__c","LastViewedDate","Payment Information","Last Viewed Date","datetime","0","false","false","",""
"McLabs2__Payment_Information__c","McLabs2__Instructions__c","Payment Information","Instructions","textarea","32768","true","false","",""
"McLabs2__Payment_Information__c","McLabs2__Default__c","Payment Information","Default","boolean","0","true","false","",""
"McLabs2__Payment_Information__c","McLabs2__Import_Batch_ID__c","Payment Information","Import Batch ID","string","18","true","false","",""
"McLabs2__Payment_Information__c","McLabs2__Imported_Date__c","Payment Information","Imported Date","date","0","true","false","",""
"McLabs2__Payment_Information__c","SystemModstamp","Payment Information","System Modstamp","datetime","0","false","false","",""
"McLabs2__Payment_Information__c","McLabs2__Terms__c","Payment Information","Terms","string","255","true","false","",""
"Event","Id","Event","Activity ID","id","18","false","false","",""
"Event","Subject","Event","Subject","combobox","255","true","false","Call|Email|Meeting|Send Letter/Quote|Other",""
"Event","WhatId","Event","Related To ID","reference","18","true","false","","AccountAssetCampaignCaseContractMcLabs2__Commission_Plan__cMcLabs2__Escrow__cMcLabs2__Invoice_Payment__cMcLabs2__Invoice_Template__cMcLabs2__Invoice__cMcLabs2__Lease_Proposal__cMcLabs2__Listing__cMcLabs2__Milestone1_Milestone__cMcLabs2__Payment__cMcLabs2__Property__cMcLabs2__Proposal__cMcLabs2__Sale__cMcLabs2__Spaces__cOpportunityOrderProduct2Solution"
"Event","WhoId","Event","Name ID","reference","18","true","false","","ContactLead"
"Event","Location","Event","Location","string","255","true","false","",""
"Event","IsAllDayEvent","Event","All-Day Event","boolean","0","true","false","",""
"Event","ActivityDateTime","Event","Due Date Time","datetime","0","true","false","",""
"Event","DurationInMinutes","Event","Duration","int","0","true","false","",""
"Event","StartDateTime","Event","Start Date Time","datetime","0","true","false","",""
"Event","EndDateTime","Event","End Date Time","datetime","0","true","false","",""
"Event","Description","Event","Description","textarea","32000","true","false","",""
"Event","OwnerId","Event","Assigned To ID","reference","18","true","false","","User"
"Event","ShowAs","Event","Show Time As","picklist","40","true","false","Busy|OutOfOffice|Free",""
"Event","IsPrivate","Event","Private","boolean","0","true","false","",""
"Event","AccountId","Event","Company","reference","18","false","false","","Account"
"Event","ActivityDate","Event","Due Date Only","date","0","true","false","",""
"Event","IsGroupEvent","Event","Is Group Event","boolean","0","false","false","",""
"Event","IsChild","Event","Is Child","boolean","0","false","false","",""
"Event","GroupEventType","Event","Group Event Type","picklist","40","false","false","0|1|2",""
"Event","CreatedById","Event","Created By ID","reference","18","false","false","","User"
"Event","CreatedDate","Event","Created Date","datetime","0","false","false","",""
"Event","LastModifiedDate","Event","Last Modified Date","datetime","0","false","false","",""
"Event","LastModifiedById","Event","Last Modified By ID","reference","18","false","false","","User"
"Event","IsArchived","Event","Archived","boolean","0","false","false","",""
"Event","IsRecurrence","Event","Create Recurring Series of Events","boolean","0","true","false","",""
"Event","RecurrenceActivityId","Event","Recurrence Activity ID","reference","18","false","false","","Event"
"Event","RecurrenceStartDateTime","Event","Recurrence Start","datetime","0","true","false","",""
"Event","IsDeleted","Event","Deleted","boolean","0","false","false","",""
"Event","RecurrenceEndDateOnly","Event","Recurrence End","date","0","true","false","",""
"Event","RecurrenceTimeZoneSidKey","Event","Recurrence Time Zone","picklist","40","true","false","Pacific/Kiritimati|Pacific/Chatham|Pacific/Auckland|Pacific/Enderbury|Pacific/Tongatapu|Asia/Kamchatka|Pacific/Fiji|Australia/Lord_Howe|Australia/Sydney|Pacific/Guadalcanal|Pacific/Norfolk|Australia/Adelaide|Australia/Brisbane|Australia/Darwin|Asia/Seoul|Asia/Tokyo|Asia/Hong_Kong|Asia/Kuala_Lumpur|Asia/Manila|Asia/Shanghai|Asia/Singapore|Asia/Taipei|Australia/Perth|Asia/Bangkok|Asia/Ho_Chi_Minh|Asia/Jakarta|Asia/Rangoon|Asia/Dhaka|Asia/Kathmandu|Asia/Colombo|Asia/Kolkata|Asia/Karachi|Asia/Tashkent|Asia/Yekaterinburg|Asia/Kabul|Asia/Baku|Asia/Dubai|Asia/Tbilisi|Asia/Yerevan|Asia/Tehran|Africa/Nairobi|Asia/Baghdad|Asia/Kuwait|Asia/Riyadh|Europe/Istanbul|Europe/Minsk|Europe/Moscow|Africa/Cairo|Africa/Johannesburg|Asia/Beirut|Asia/Jerusalem|Europe/Athens|Europe/Bucharest|Europe/Helsinki|Africa/Algiers|Europe/Amsterdam|Europe/Berlin|Europe/Brussels|Europe/Paris|Europe/Prague|Europe/Rome|Africa/Casablanca|Europe/Dublin|Europe/Lisbon|Europe/London|GMT|America/Scoresbysund|Atlantic/Azores|Atlantic/Cape_Verde|America/Sao_Paulo|Atlantic/South_Georgia|America/Argentina/Buenos_Aires|America/Santiago|America/St_Johns|America/Caracas|America/Halifax|America/Puerto_Rico|Atlantic/Bermuda|America/Bogota|America/Indiana/Indianapolis|America/Lima|America/New_York|America/Panama|America/Chicago|America/El_Salvador|America/Mexico_City|America/Denver|America/Mazatlan|America/Phoenix|America/Los_Angeles|America/Tijuana|Pacific/Pitcairn|America/Anchorage|Pacific/Gambier|Pacific/Marquesas|America/Adak|Pacific/Honolulu|Pacific/Niue|Pacific/Pago_Pago",""
"Event","RecurrenceType","Event","Recurrence Type","picklist","40","true","false","RecursDaily|RecursEveryWeekday|RecursMonthly|RecursMonthlyNth|RecursWeekly|RecursYearly|RecursYearlyNth",""
"Event","SystemModstamp","Event","System Modstamp","datetime","0","false","false","",""
"Event","RecurrenceDayOfWeekMask","Event","Recurrence Day of Week Mask","int","0","true","false","",""
"Event","RecurrenceMonthOfYear","Event","Recurrence Month of Year","picklist","40","true","false","January|February|March|April|May|June|July|August|September|October|November|December",""
"Event","RecurrenceInterval","Event","Recurrence Interval","int","0","true","false","",""
"Event","RecurrenceInstance","Event","Recurrence Instance","picklist","40","true","false","First|Second|Third|Fourth|Last",""
"Event","McLabs2__Call_Result__c","Event","Call Result","picklist","255","true","false","Busy Signal|Disconnected|Left Message|No Answer|Reached|Received Call|Unavailable|Wrong Number",""
"Event","RecurrenceDayOfMonth","Event","Recurrence Day of Month","int","0","true","false","",""
"Event","ReminderDateTime","Event","Reminder Date/Time","datetime","0","true","false","",""
"Event","McLabs2__Cold_Call__c","Event","Cold Call?","boolean","0","true","false","",""
"Event","McLabs2__Description__c","Event","Comments","textarea","255","true","false","",""
"Event","McLabs2__Marketing_Phase__c","Event","Marketing Phase","picklist","255","true","false","Executive Summary Sent|Viewed Executive Summary|Entered Virtual Deal Room|Confidentiality Agreement Sent|Letter Of Intent|Viewed Agreement|Executed Agreement|Uploaded Agreement|Viewed Auction Page|Offering Memorandum Sent|Viewed Offers|Viewed Buyer Qualifications Page|Approved|Passed|Property Tour|Unapproved|Unsubscribed|Declined|Auction Approved|Auction Unapproved|Offers|Buyer Qualifications|Auction|Pursuing|Proposal Received|Proposal Sent|Purchase Agreement Received|Purchase Agreement Sent|Counter Offer Sent|Counter Offer Received|Property Inspection Report|Property Showing|LOI Sent|LOI Received|Environmental Report|Title Binder|Closing Scheduled",""
"Event","IsReminderSet","Event","Reminder Set","boolean","0","true","false","",""
"Event","McLabs2__Meeting_Type__c","Event","Meeting Type","picklist","255","true","false","First Appointment|Proposal Appointment|Buyside Appointment|Relationship Appointment",""
